day,date,temperature_C,salinity_psu,light_Wm2,fraction_of_day,air_temp_C,wind_speed_ms,elevation_m,depth_m,bg_light_ext_1m,ice_cover
469,2013-04-14,6.3109,0.0998,133.4352,0.5738,6.3109,4.0000,0.0000,1.5171,0.6000,0.0000
470,2013-04-15,6.5851,0.0995,230.1485,0.5770,6.5851,4.0000,0.0000,1.5171,0.6000,0.0000
471,2013-04-16,7.4251,0.0995,240.7045,0.5801,7.4251,4.0000,0.0000,1.5171,0.6000,0.0000
472,2013-04-17,8.4950,0.0997,198.9928,0.5832,8.4950,4.0000,0.0000,1.5171,0.6000,0.0000
473,2013-04-18,9.3649,0.0998,201.3464,0.5863,9.3649,4.0000,0.0000,1.5171,0.6000,0.0000
474,2013-04-19,9.8947,0.0998,215.7822,0.5894,9.8947,4.0000,0.0000,1.5171,0.6000,0.0000
475,2013-04-20,9.4717,0.0999,181.1236,0.5925,9.4717,4.0000,0.0000,1.5171,0.6000,0.0000
476,2013-04-21,9.4965,0.0999,255.6086,0.5956,9.4965,4.0000,0.0000,1.5171,0.6000,0.0000
477,2013-04-22,9.9697,0.1000,258.0969,0.5987,9.9697,4.0000,0.0000,1.5171,0.6000,0.0000
478,2013-04-23,10.3683,0.1000,175.9253,0.6017,10.3683,4.0000,0.0000,1.5171,0.6000,0.0000
479,2013-04-24,10.0959,0.1001,254.0140,0.6048,10.0959,4.0000,0.0000,1.5171,0.6000,0.0000
480,2013-04-25,10.4804,0.1000,249.2854,0.6078,10.4804,4.0000,0.0000,1.5171,0.6000,0.0000
481,2013-04-26,10.4818,0.0999,99.5855,0.6108,10.4818,4.0000,0.0000,1.5171,0.6000,0.0000
482,2013-04-27,10.1095,0.0997,93.6677,0.6138,10.1095,4.0000,0.0000,1.5171,0.6000,0.0000
483,2013-04-28,10.2743,0.0996,179.9768,0.6168,10.2743,4.0000,0.0000,1.5171,0.6000,0.0000
484,2013-04-29,10.4175,0.0997,139.4670,0.6197,10.4175,4.0000,0.0000,1.5171,0.6000,0.0000
485,2013-04-30,10.4959,0.0997,224.5820,0.6226,10.4959,4.0000,0.0000,1.5171,0.6000,0.0000
486,2013-05-01,11.0076,0.0998,275.2761,0.6256,11.0076,4.0000,0.0000,1.5171,0.6000,0.0000
487,2013-05-02,11.5345,0.0998,232.6880,0.6284,11.5345,4.0000,0.0000,1.5171,0.6000,0.0000
488,2013-05-03,11.9187,0.0999,213.3125,0.6313,11.9187,4.0000,0.0000,1.5171,0.6000,0.0000
489,2013-05-04,12.7166,0.1000,269.2085,0.6342,12.7166,4.0000,0.0000,1.5171,0.6000,0.0000
490,2013-05-05,13.0663,0.1001,279.0740,0.6370,13.0663,4.0000,0.0000,1.5171,0.6000,0.0000
491,2013-05-06,13.5796,0.1001,282.8920,0.6398,13.5796,4.0000,0.0000,1.5171,0.6000,0.0000
492,2013-05-07,14.7165,0.1001,275.1352,0.6425,14.7165,4.0000,0.0000,1.5171,0.6000,0.0000
493,2013-05-08,15.4919,0.1002,214.5361,0.6453,15.4919,4.0000,0.0000,1.5171,0.6000,0.0000
494,2013-05-09,16.2890,0.1002,236.8905,0.6480,16.2890,4.0000,0.0000,1.5171,0.6000,0.0000
495,2013-05-10,16.8696,0.1000,149.4905,0.6506,16.8696,4.0000,0.0000,1.5171,0.6000,0.0000
496,2013-05-11,16.6403,0.1000,173.7295,0.6533,16.6403,4.0000,0.0000,1.5171,0.6000,0.0000
497,2013-05-12,15.8976,0.1000,134.9673,0.6559,15.8976,4.0000,0.0000,1.5171,0.6000,0.0000
498,2013-05-13,15.3796,0.1001,154.2445,0.6585,15.3796,4.0000,0.0000,1.5171,0.6000,0.0000
499,2013-05-14,15.4415,0.1002,243.9298,0.6610,15.4415,4.0000,0.0000,1.5171,0.6000,0.0000
500,2013-05-15,16.1666,0.1002,292.5296,0.6635,16.1666,4.0000,0.0000,1.5171,0.6000,0.0000
501,2013-05-16,16.9839,0.1003,257.1567,0.6660,16.9839,4.0000,0.0000,1.5171,0.6000,0.0000
502,2013-05-17,18.2385,0.1003,262.7480,0.6684,18.2385,4.0000,0.0000,1.5171,0.6000,0.0000
503,2013-05-18,19.4957,0.1003,259.0343,0.6708,19.4957,4.0000,0.0000,1.5171,0.6000,0.0000
504,2013-05-19,20.3342,0.1003,288.2625,0.6731,20.3342,4.0000,0.0000,1.5171,0.6000,0.0000
505,2013-05-20,20.8615,0.1004,232.6307,0.6754,20.8615,4.0000,0.0000,1.5171,0.6000,0.0000
506,2013-05-21,20.6998,0.1005,126.9695,0.6777,20.6998,4.0000,0.0000,1.5171,0.6000,0.0000
507,2013-05-22,20.2511,0.1006,288.8111,0.6798,20.2511,4.0000,0.0000,1.5171,0.6000,0.0000
508,2013-05-23,19.9815,0.1007,193.5269,0.6820,19.9815,4.0000,0.0000,1.5171,0.6000,0.0000
509,2013-05-24,18.4263,0.1009,120.7403,0.6841,18.4263,4.0000,0.0000,1.5171,0.6000,0.0000
510,2013-05-25,17.7132,0.1150,124.6608,0.6861,17.7132,4.0000,0.0000,1.5171,0.6000,0.0000
511,2013-05-26,17.2674,0.1040,151.0503,0.6881,17.2674,4.0000,0.0000,1.5171,0.6000,0.0000
512,2013-05-27,17.2074,0.1005,124.1297,0.6900,17.2074,4.0000,0.0000,1.5171,0.6000,0.0000
513,2013-05-28,17.5974,0.1001,250.6423,0.6919,17.5974,4.0000,0.0000,1.5171,0.6000,0.0000
514,2013-05-29,18.0385,0.1001,270.1960,0.6937,18.0385,4.0000,0.0000,1.5171,0.6000,0.0000
515,2013-05-30,18.9114,0.1002,288.1880,0.6955,18.9114,4.0000,0.0000,1.5171,0.6000,0.0000
516,2013-05-31,19.5332,0.1002,190.5265,0.6971,19.5332,4.0000,0.0000,1.5171,0.6000,0.0000
517,2013-06-01,20.2550,0.1002,240.0305,0.6988,20.2550,4.0000,0.0000,1.5171,0.6000,0.0000
518,2013-06-02,21.0076,0.1002,264.9006,0.7003,21.0076,4.0000,0.0000,1.5171,0.6000,0.0000
519,2013-06-03,21.9452,0.1002,280.4815,0.7018,21.9452,4.0000,0.0000,1.5171,0.6000,0.0000
520,2013-06-04,22.1034,0.1003,212.6246,0.7032,22.1034,4.0000,0.0000,1.5171,0.6000,0.0000
521,2013-06-05,20.7284,0.1104,183.1327,0.7046,20.7284,4.0000,0.0000,1.5171,0.6000,0.0000
522,2013-06-06,21.2226,0.1019,266.1911,0.7058,21.2226,4.0000,0.0000,1.5171,0.6000,0.0000
523,2013-06-07,21.5169,0.1005,255.0634,0.7070,21.5169,4.0000,0.0000,1.5171,0.6000,0.0000
524,2013-06-08,21.3561,0.1005,324.9880,0.7082,21.3561,4.0000,0.0000,1.5171,0.6000,0.0000
525,2013-06-09,21.5988,0.1006,310.2664,0.7092,21.5988,4.0000,0.0000,1.5171,0.6000,0.0000
526,2013-06-10,21.6561,0.1007,287.3095,0.7102,21.6561,4.0000,0.0000,1.5171,0.6000,0.0000
527,2013-06-11,21.0764,0.1010,284.5745,0.7111,21.0764,4.0000,0.0000,1.5171,0.6000,0.0000
528,2013-06-12,21.2578,0.1010,306.0602,0.7119,21.2578,4.0000,0.0000,1.5171,0.6000,0.0000
529,2013-06-13,21.3162,0.1010,224.0533,0.7126,21.3162,4.0000,0.0000,1.5171,0.6000,0.0000
530,2013-06-14,20.6159,0.1011,168.5702,0.7133,20.6159,4.0000,0.0000,1.5171,0.6000,0.0000
531,2013-06-15,20.0091,0.1013,316.3846,0.7138,20.0091,4.0000,0.0000,1.5171,0.6000,0.0000
532,2013-06-16,20.4365,0.1014,269.1325,0.7143,20.4365,4.0000,0.0000,1.5171,0.6000,0.0000
533,2013-06-17,19.8241,0.1015,245.2384,0.7147,19.8241,4.0000,0.0000,1.5171,0.6000,0.0000
534,2013-06-18,19.8392,0.1017,253.2297,0.7150,19.8392,4.0000,0.0000,1.5171,0.6000,0.0000
535,2013-06-19,20.8392,0.1018,299.2220,0.7153,20.8392,4.0000,0.0000,1.5171,0.6000,0.0000
536,2013-06-20,21.8562,0.1018,260.8775,0.7154,21.8562,4.0000,0.0000,1.5171,0.6000,0.0000
537,2013-06-21,22.6466,0.1017,274.5795,0.7155,22.6466,4.0000,0.0000,1.5171,0.6000,0.0000
538,2013-06-22,23.6642,0.1018,307.3269,0.7155,23.6642,4.0000,0.0000,1.5171,0.6000,0.0000
539,2013-06-23,23.7950,0.1017,219.3988,0.7154,23.7950,4.0000,0.0000,1.5171,0.6000,0.0000
540,2013-06-24,24.0819,0.1017,252.3201,0.7152,24.0819,4.0000,0.0000,1.5171,0.6000,0.0000
541,2013-06-25,23.3802,0.1022,173.2275,0.7149,23.3802,4.0000,0.0000,1.5171,0.6000,0.0000
542,2013-06-26,23.5348,0.1019,217.5826,0.7145,23.5348,4.0000,0.0000,1.5171,0.6000,0.0000
543,2013-06-27,22.4812,0.1018,138.2741,0.7141,22.4812,4.0000,0.0000,1.5171,0.6000,0.0000
544,2013-06-28,21.6913,0.1016,132.5052,0.7136,21.6913,4.0000,0.0000,1.5171,0.6000,0.0000
545,2013-06-29,21.6962,0.1016,281.4045,0.7130,21.6962,4.0000,0.0000,1.5171,0.6000,0.0000
546,2013-06-30,21.3577,0.1017,219.5513,0.7123,21.3577,4.0000,0.0000,1.5171,0.6000,0.0000
547,2013-07-01,19.9800,0.1016,229.2135,0.7115,19.9800,4.0000,0.0000,1.5171,0.6000,0.0000
548,2013-07-02,19.9611,0.1015,257.4013,0.7106,19.9611,4.0000,0.0000,1.5171,0.6000,0.0000
549,2013-07-03,21.0968,0.1015,290.2037,0.7097,21.0968,4.0000,0.0000,1.5171,0.6000,0.0000
550,2013-07-04,22.2132,0.1016,283.5808,0.7087,22.2132,4.0000,0.0000,1.5171,0.6000,0.0000
551,2013-07-05,23.1119,0.1017,290.0631,0.7076,23.1119,4.0000,0.0000,1.5171,0.6000,0.0000
552,2013-07-06,22.8664,0.1022,258.1970,0.7065,22.8664,4.0000,0.0000,1.5171,0.6000,0.0000
553,2013-07-07,22.3875,0.1143,288.4939,0.7052,22.3875,4.0000,0.0000,1.5171,0.6000,0.0000
554,2013-07-08,22.5662,0.1139,307.5929,0.7039,22.5662,4.0000,0.0000,1.5171,0.6000,0.0000
555,2013-07-09,22.3547,0.1787,316.9839,0.7025,22.3547,4.0000,0.0000,1.5171,0.6000,0.0000
556,2013-07-10,22.2078,0.1223,230.1638,0.7011,22.2078,4.0000,0.0000,1.5171,0.6000,0.0000
557,2013-07-11,22.1731,0.1469,209.0517,0.6996,22.1731,4.0000,0.0000,1.5171,0.6000,0.0000
558,2013-07-12,21.6620,0.3680,129.5150,0.6980,21.6620,4.0000,0.0000,1.5171,0.6000,0.0000
559,2013-07-13,21.1814,0.4193,116.4915,0.6963,21.1814,4.0000,0.0000,1.5171,0.6000,0.0000
560,2013-07-14,21.3782,0.1924,283.6152,0.6946,21.3782,4.0000,0.0000,1.5171,0.6000,0.0000
561,2013-07-15,21.6024,0.1616,242.6990,0.6928,21.6024,4.0000,0.0000,1.5171,0.6000,0.0000
562,2013-07-16,21.1264,0.1736,216.6165,0.6910,21.1264,4.0000,0.0000,1.5171,0.6000,0.0000
563,2013-07-17,21.1730,0.1631,242.4991,0.6891,21.1730,4.0000,0.0000,1.5171,0.6000,0.0000
564,2013-07-18,21.5212,0.1494,265.3532,0.6871,21.5212,4.0000,0.0000,1.5171,0.6000,0.0000
565,2013-07-19,21.1565,0.1467,171.3661,0.6851,21.1565,4.0000,0.0000,1.5171,0.6000,0.0000
566,2013-07-20,19.5942,1.1556,226.8878,0.6830,19.5942,4.0000,0.0000,1.5171,0.6000,0.0000
567,2013-07-21,19.3603,1.6506,242.5993,0.6809,19.3603,4.0000,0.0000,1.5171,0.6000,0.0000
568,2013-07-22,18.7533,3.3809,237.7890,0.6788,18.7533,4.0000,0.0000,1.5171,0.6000,0.0000
569,2013-07-23,17.9221,6.0204,113.9060,0.6765,17.9221,4.0000,0.0000,1.5171,0.6000,0.0000
570,2013-07-24,18.3444,4.0933,182.4557,0.6743,18.3444,4.0000,0.0000,1.5171,0.6000,0.0000
571,2013-07-25,19.1540,1.6537,145.6503,0.6720,19.1540,4.0000,0.0000,1.5171,0.6000,0.0000
572,2013-07-26,19.8025,0.7114,181.9671,0.6696,19.8025,4.0000,0.0000,1.5171,0.6000,0.0000
573,2013-07-27,20.4358,0.3717,199.5216,0.6672,20.4358,4.0000,0.0000,1.5171,0.6000,0.0000
574,2013-07-28,21.3864,0.2299,239.3760,0.6648,21.3864,4.0000,0.0000,1.5171,0.6000,0.0000
575,2013-07-29,22.2483,0.1720,198.1337,0.6623,22.2483,4.0000,0.0000,1.5171,0.6000,0.0000
576,2013-07-30,22.7121,0.1595,157.3397,0.6598,22.7121,4.0000,0.0000,1.5171,0.6000,0.0000
577,2013-07-31,22.4630,0.1584,238.3358,0.6572,22.4630,4.0000,0.0000,1.5171,0.6000,0.0000
578,2013-08-01,22.0677,0.1576,258.3570,0.6546,22.0677,4.0000,0.0000,1.5171,0.6000,0.0000
579,2013-08-02,21.8259,0.1635,258.4283,0.6520,21.8259,4.0000,0.0000,1.5171,0.6000,0.0000
580,2013-08-03,22.1257,0.1634,279.7914,0.6493,22.1257,4.0000,0.0000,1.5171,0.6000,0.0000
581,2013-08-04,22.8405,0.1522,227.9638,0.6466,22.8405,4.0000,0.0000,1.5171,0.6000,0.0000
582,2013-08-05,23.4043,0.1490,226.4147,0.6439,23.4043,4.0000,0.0000,1.5171,0.6000,0.0000
583,2013-08-06,23.8179,0.1442,241.5325,0.6412,23.8179,4.0000,0.0000,1.5171,0.6000,0.0000
584,2013-08-07,24.3316,0.1404,240.9284,0.6384,24.3316,4.0000,0.0000,1.5171,0.6000,0.0000
585,2013-08-08,25.1956,0.1411,228.7825,0.6356,25.1956,4.0000,0.0000,1.5171,0.6000,0.0000
586,2013-08-09,24.8549,0.1418,187.0331,0.6327,24.8549,4.0000,0.0000,1.5171,0.6000,0.0000
587,2013-08-10,23.5918,0.1393,44.0864,0.6299,23.5918,4.0000,0.0000,1.5171,0.6000,0.0000
588,2013-08-11,22.2843,0.1373,192.5173,0.6270,22.2843,4.0000,0.0000,1.5171,0.6000,0.0000
589,2013-08-12,21.1282,0.1338,189.0774,0.6241,21.1282,4.0000,0.0000,1.5171,0.6000,0.0000
590,2013-08-13,20.3488,0.1304,76.4594,0.6212,20.3488,4.0000,0.0000,1.5171,0.6000,0.0000
591,2013-08-14,18.9735,0.1270,162.8538,0.6182,18.9735,4.0000,0.0000,1.5171,0.6000,0.0000
592,2013-08-15,18.4353,0.1284,177.8852,0.6153,18.4353,4.0000,0.0000,1.5171,0.6000,0.0000
593,2013-08-16,18.6658,0.1282,227.2693,0.6123,18.6658,4.0000,0.0000,1.5171,0.6000,0.0000
594,2013-08-17,19.4873,0.1225,235.7509,0.6093,19.4873,4.0000,0.0000,1.5171,0.6000,0.0000
595,2013-08-18,20.1703,0.1191,234.9348,0.6063,20.1703,4.0000,0.0000,1.5171,0.6000,0.0000
596,2013-08-19,21.1009,0.1190,167.3103,0.6033,21.1009,4.0000,0.0000,1.5171,0.6000,0.0000
597,2013-08-20,21.2296,0.1412,61.3301,0.6002,21.2296,4.0000,0.0000,1.5171,0.6000,0.0000
598,2013-08-21,20.7616,0.3281,176.0370,0.5972,20.7616,4.0000,0.0000,1.5171,0.6000,0.0000
599,2013-08-22,20.5326,0.3124,168.7586,0.5941,20.5326,4.0000,0.0000,1.5171,0.6000,0.0000
600,2013-08-23,19.7803,1.2921,177.5153,0.5910,19.7803,4.0000,0.0000,1.5171,0.6000,0.0000
601,2013-08-24,19.3387,0.9930,202.1480,0.5879,19.3387,4.0000,0.0000,1.5171,0.6000,0.0000
602,2013-08-25,19.1139,0.3640,170.0310,0.5848,19.1139,4.0000,0.0000,1.5171,0.6000,0.0000
603,2013-08-26,19.0527,0.2191,203.4885,0.5817,19.0527,4.0000,0.0000,1.5171,0.6000,0.0000
604,2013-08-27,19.2837,0.1584,170.5019,0.5785,19.2837,4.0000,0.0000,1.5171,0.6000,0.0000
605,2013-08-28,19.5146,0.1317,175.1326,0.5754,19.5146,4.0000,0.0000,1.5171,0.6000,0.0000
606,2013-08-29,19.8116,0.1271,176.3725,0.5723,19.8116,4.0000,0.0000,1.5171,0.6000,0.0000
607,2013-08-30,19.6902,0.1253,147.7988,0.5691,19.6902,4.0000,0.0000,1.5171,0.6000,0.0000
608,2013-08-31,19.5080,0.1220,104.1117,0.5659,19.5080,4.0000,0.0000,1.5171,0.6000,0.0000
609,2013-09-01,18.8769,0.1269,164.2030,0.5628,18.8769,4.0000,0.0000,1.5171,0.6000,0.0000
610,2013-09-02,17.2355,0.1296,27.3423,0.5596,17.2355,4.0000,0.0000,1.5171,0.6000,0.0000
611,2013-09-03,16.1779,1.6376,155.4519,0.5564,16.1779,4.0000,0.0000,1.5171,0.6000,0.0000
612,2013-09-04,16.1629,1.1077,123.2551,0.5532,16.1629,4.0000,0.0000,1.5171,0.6000,0.0000
613,2013-09-05,16.5461,0.3044,192.0768,0.5500,16.5461,4.0000,0.0000,1.5171,0.6000,0.0000
614,2013-09-06,17.1576,0.1564,193.8407,0.5468,17.1576,4.0000,0.0000,1.5171,0.6000,0.0000
615,2013-09-07,17.4554,0.1280,205.3123,0.5436,17.4554,4.0000,0.0000,1.5171,0.6000,0.0000
616,2013-09-08,17.6757,0.1167,200.3469,0.5404,17.6757,4.0000,0.0000,1.5171,0.6000,0.0000
617,2013-09-09,17.7640,0.1117,187.8007,0.5372,17.7640,4.0000,0.0000,1.5171,0.6000,0.0000
618,2013-09-10,17.6834,0.1124,49.7074,0.5339,17.6834,4.0000,0.0000,1.5171,0.6000,0.0000
619,2013-09-11,17.3710,0.1102,115.6273,0.5307,17.3710,4.0000,0.0000,1.5171,0.6000,0.0000
620,2013-09-12,17.2612,0.1094,82.7761,0.5275,17.2612,4.0000,0.0000,1.5171,0.6000,0.0000
621,2013-09-13,17.1928,0.1094,109.7374,0.5243,17.1928,4.0000,0.0000,1.5171,0.6000,0.0000
622,2013-09-14,17.1624,0.1097,62.4487,0.5210,17.1624,4.0000,0.0000,1.5171,0.6000,0.0000
623,2013-09-15,16.8319,0.1071,84.3324,0.5178,16.8319,4.0000,0.0000,1.5171,0.6000,0.0000
624,2013-09-16,16.4788,0.1056,59.1035,0.5146,16.4788,4.0000,0.0000,1.5171,0.6000,0.0000
625,2013-09-17,16.2151,0.1050,28.2643,0.5113,16.2151,4.0000,0.0000,1.5171,0.6000,0.0000
626,2013-09-18,15.5439,0.1062,31.0980,0.5081,15.5439,4.0000,0.0000,1.5171,0.6000,0.0000
627,2013-09-19,15.0507,0.1826,36.7359,0.5049,15.0507,4.0000,0.0000,1.5171,0.6000,0.0000
628,2013-09-20,14.6794,1.1918,36.5192,0.5016,14.6794,4.0000,0.0000,1.5171,0.6000,0.0000
629,2013-09-21,14.6344,2.1894,129.1961,0.4984,14.6344,4.0000,0.0000,1.5171,0.6000,0.0000
630,2013-09-22,14.5315,1.3131,66.4819,0.4951,14.5315,4.0000,0.0000,1.5171,0.6000,0.0000
631,2013-09-23,14.2523,2.9757,132.0235,0.4919,14.2523,4.0000,0.0000,1.5171,0.6000,0.0000
632,2013-09-24,13.6698,5.4314,91.6102,0.4887,13.6698,4.0000,0.0000,1.5171,0.6000,0.0000
633,2013-09-25,12.7513,3.6784,129.4384,0.4854,12.7513,4.0000,0.0000,1.5171,0.6000,0.0000
634,2013-09-26,12.3460,1.7769,118.9588,0.4822,12.3460,4.0000,0.0000,1.5171,0.6000,0.0000
635,2013-09-27,11.4703,1.3557,92.6303,0.4790,11.4703,4.0000,0.0000,1.5171,0.6000,0.0000
636,2013-09-28,11.4127,0.7638,112.1543,0.4757,11.4127,4.0000,0.0000,1.5171,0.6000,0.0000
637,2013-09-29,11.2170,0.4751,120.1925,0.4725,11.2170,4.0000,0.0000,1.5171,0.6000,0.0000
638,2013-09-30,11.0370,0.3087,97.6198,0.4693,11.0370,4.0000,0.0000,1.5171,0.6000,0.0000
639,2013-10-01,10.6076,0.2307,108.8292,0.4661,10.6076,4.0000,0.0000,1.5171,0.6000,0.0000
640,2013-10-02,9.9322,0.1888,101.9440,0.4628,9.9322,4.0000,0.0000,1.5171,0.6000,0.0000
641,2013-10-03,9.8354,0.1582,93.5053,0.4596,9.8354,4.0000,0.0000,1.5171,0.6000,0.0000
642,2013-10-04,9.6719,0.1378,121.3840,0.4564,9.6719,4.0000,0.0000,1.5171,0.6000,0.0000
643,2013-10-05,9.4336,0.1225,115.1991,0.4532,9.4336,4.0000,0.0000,1.5171,0.6000,0.0000
644,2013-10-06,9.6558,0.1193,46.0787,0.4500,9.6558,4.0000,0.0000,1.5171,0.6000,0.0000
645,2013-10-07,10.2290,0.1219,63.8364,0.4468,10.2290,4.0000,0.0000,1.5171,0.6000,0.0000
646,2013-10-08,10.9198,0.1253,63.1023,0.4436,10.9198,4.0000,0.0000,1.5171,0.6000,0.0000
647,2013-10-09,11.1189,0.1200,60.5995,0.4404,11.1189,4.0000,0.0000,1.5171,0.6000,0.0000
648,2013-10-10,11.1801,0.1189,42.0842,0.4372,11.1801,4.0000,0.0000,1.5171,0.6000,0.0000
649,2013-10-11,11.4012,0.1273,48.5529,0.4341,11.4012,4.0000,0.0000,1.5171,0.6000,0.0000
650,2013-10-12,11.4624,0.1409,54.9144,0.4309,11.4624,4.0000,0.0000,1.5171,0.6000,0.0000
651,2013-10-13,11.2332,0.1227,42.2416,0.4277,11.2332,4.0000,0.0000,1.5171,0.6000,0.0000
652,2013-10-14,11.1105,0.1235,22.6795,0.4246,11.1105,4.0000,0.0000,1.5171,0.6000,0.0000
653,2013-10-15,10.8940,0.1169,54.1088,0.4215,10.8940,4.0000,0.0000,1.5171,0.6000,0.0000
654,2013-10-16,10.5481,0.1154,44.9556,0.4183,10.5481,4.0000,0.0000,1.5171,0.6000,0.0000
655,2013-10-17,10.3782,0.1143,46.5839,0.4152,10.3782,4.0000,0.0000,1.5171,0.6000,0.0000
656,2013-10-18,10.1013,0.1219,71.2968,0.4121,10.1013,4.0000,0.0000,1.5171,0.6000,0.0000
657,2013-10-19,9.0515,0.2506,63.9667,0.4090,9.0515,4.0000,0.0000,1.5171,0.6000,0.0000
658,2013-10-20,8.5824,0.1293,31.7823,0.4059,8.5824,4.0000,0.0000,1.5171,0.6000,0.0000
659,2013-10-21,8.0490,0.1211,8.8856,0.4028,8.0490,4.0000,0.0000,1.5171,0.6000,0.0000
660,2013-10-22,7.5417,0.1145,27.1490,0.3998,7.5417,4.0000,0.0000,1.5171,0.6000,0.0000
661,2013-10-23,8.3108,0.1072,60.7775,0.3967,8.3108,4.0000,0.0000,1.5171,0.6000,0.0000
662,2013-10-24,9.2615,0.1070,44.5246,0.3937,9.2615,4.0000,0.0000,1.5171,0.6000,0.0000
663,2013-10-25,9.4408,0.1078,48.7796,0.3907,9.4408,4.0000,0.0000,1.5171,0.6000,0.0000
664,2013-10-26,9.5045,0.1077,19.5156,0.3877,9.5045,4.0000,0.0000,1.5171,0.6000,0.0000
665,2013-10-27,9.9634,0.1071,28.6215,0.3847,9.9634,4.0000,0.0000,1.5171,0.6000,0.0000
666,2013-10-28,10.4406,0.1067,57.2054,0.3818,10.4406,4.0000,0.0000,1.5171,0.6000,0.0000
667,2013-10-29,10.5434,0.1066,55.0752,0.3788,10.5434,4.0000,0.0000,1.5171,0.6000,0.0000
668,2013-10-30,10.0020,0.1064,48.1536,0.3759,10.0020,4.0000,0.0000,1.5171,0.6000,0.0000
669,2013-10-31,9.6106,0.1268,48.8895,0.3730,9.6106,4.0000,0.0000,1.5171,0.6000,0.0000
670,2013-11-01,9.2404,0.1124,51.1309,0.3701,9.2404,4.0000,0.0000,1.5171,0.6000,0.0000
671,2013-11-02,8.9093,0.1091,26.4696,0.3673,8.9093,4.0000,0.0000,1.5171,0.6000,0.0000
672,2013-11-03,8.8896,0.1316,35.2924,0.3644,8.8896,4.0000,0.0000,1.5171,0.6000,0.0000
673,2013-11-04,8.7343,0.2133,41.2364,0.3616,8.7343,4.0000,0.0000,1.5171,0.6000,0.0000
674,2013-11-05,8.5253,0.1180,42.2962,0.3588,8.5253,4.0000,0.0000,1.5171,0.6000,0.0000
675,2013-11-06,8.3624,0.1214,44.3032,0.3561,8.3624,4.0000,0.0000,1.5171,0.6000,0.0000
676,2013-11-07,8.0458,0.1371,38.9141,0.3534,8.0458,4.0000,0.0000,1.5171,0.6000,0.0000
677,2013-11-08,7.9681,0.1319,37.2349,0.3507,7.9681,4.0000,0.0000,1.5171,0.6000,0.0000
678,2013-11-09,7.6131,0.1149,6.5656,0.3480,7.6131,4.0000,0.0000,1.5171,0.6000,0.0000
679,2013-11-10,7.3278,0.1095,52.3602,0.3454,7.3278,4.0000,0.0000,1.5171,0.6000,0.0000
680,2013-11-11,7.0667,0.1083,28.9397,0.3428,7.0667,4.0000,0.0000,1.5171,0.6000,0.0000
681,2013-11-12,6.7294,0.1092,26.3929,0.3402,6.7294,4.0000,0.0000,1.5171,0.6000,0.0000
682,2013-11-13,6.5688,0.1046,33.9273,0.3377,6.5688,4.0000,0.0000,1.5171,0.6000,0.0000
683,2013-11-14,6.2845,0.1062,36.5653,0.3352,6.2845,4.0000,0.0000,1.5171,0.6000,0.0000
684,2013-11-15,6.0936,0.1042,14.9006,0.3328,6.0936,4.0000,0.0000,1.5171,0.6000,0.0000
685,2013-11-16,6.3041,0.1037,25.8529,0.3304,6.3041,4.0000,0.0000,1.5171,0.6000,0.0000
686,2013-11-17,6.7678,0.1054,33.3385,0.3280,6.7678,4.0000,0.0000,1.5171,0.6000,0.0000
687,2013-11-18,6.3641,0.1039,19.5174,0.3257,6.3641,4.0000,0.0000,1.5171,0.6000,0.0000
688,2013-11-19,5.9782,0.1027,15.5132,0.3235,5.9782,4.0000,0.0000,1.5171,0.6000,0.0000
689,2013-11-20,5.8469,0.1025,14.5432,0.3212,5.8469,4.0000,0.0000,1.5171,0.6000,0.0000
690,2013-11-21,5.8043,0.1052,10.9459,0.3191,5.8043,4.0000,0.0000,1.5171,0.6000,0.0000
691,2013-11-22,5.7374,0.1075,8.9916,0.3170,5.7374,4.0000,0.0000,1.5171,0.6000,0.0000
692,2013-11-23,5.7131,0.1064,5.7536,0.3149,5.7131,4.0000,0.0000,1.5171,0.6000,0.0000
693,2013-11-24,5.4736,0.1035,18.3382,0.3129,5.4736,4.0000,0.0000,1.5171,0.6000,0.0000
694,2013-11-25,4.4391,0.1256,36.0101,0.3109,4.4391,4.0000,0.0000,1.5171,0.6000,0.0000
695,2013-11-26,3.5161,0.2705,34.5324,0.3090,3.5161,4.0000,0.0000,1.5171,0.6000,0.0000
696,2013-11-27,3.5335,0.1217,3.2450,0.3072,3.5335,4.0000,0.0000,1.5171,0.6000,0.0000
697,2013-11-28,4.1937,0.1192,32.8237,0.3054,4.1937,4.0000,0.0000,1.5171,0.6000,0.0000
698,2013-11-29,3.9232,0.5314,27.0193,0.3037,3.9232,4.0000,0.0000,1.5171,0.6000,0.0000
699,2013-11-30,3.7507,0.1684,15.3425,0.3020,3.7507,4.0000,0.0000,1.5171,0.6000,0.0000
700,2013-12-01,3.6953,0.1224,9.0932,0.3004,3.6953,4.0000,0.0000,1.5171,0.6000,0.0000
701,2013-12-02,3.2392,0.4892,27.9313,0.2989,3.2392,4.0000,0.0000,1.5171,0.6000,0.0000
702,2013-12-03,3.0628,0.1820,11.9995,0.2975,3.0628,4.0000,0.0000,1.5171,0.6000,0.0000
703,2013-12-04,3.4576,0.1163,2.8081,0.2961,3.4576,4.0000,0.0000,1.5171,0.6000,0.0000
704,2013-12-05,3.4514,0.1145,16.8014,0.2948,3.4514,4.0000,0.0000,1.5171,0.6000,0.0000
