           TIME,                NH4N,                NO3N,                PO4P,                DOXY,                DIAC,                ZOOC,                ZOON,                ZOOP,                DETC,                DETN,                DETP,                 DOC,                 DON,                 DOP,          NOFIX_CYNC,                 OPA,    DISSOLVED_SILICA,  PARTICULATE_SILICA,            FIX_CYNC,                 DIC,          ALKALINITY
      17.291667,        0.0541354723,        0.1526700084,        0.0015816158,       14.2399376363,        0.0020343999,        0.0410348803,        0.0083952080,        0.0008815993,        9.9837109950,        1.4527478742,        0.0554579954,        8.0191179643,        0.9766698607,        0.0164361382,        1.7720885512,        0.6853190528,        2.8952149124,        3.5610250389,        0.0007067500,        0.0022854108,        0.0027391346
      17.333333,        0.0539736376,        0.1524961621,        0.0015813123,       14.2358627905,        0.0020343614,        0.0410896698,        0.0084074585,        0.0008828298,        9.9877050811,        1.4528917195,        0.0554510790,        8.0194343797,        0.9761890333,        0.0164472478,        1.7729076427,        0.6845204018,        2.8953738160,        3.5601543710,        0.0007121592,        0.0022849149,        0.0027391568
      17.375000,        0.0538123941,        0.1523199129,        0.0015810092,       14.2318300169,        0.0020343237,        0.0411444689,        0.0084196986,        0.0008840591,        9.9916975185,        1.4530355215,        0.0554441794,        8.0197521680,        0.9757107572,        0.0164583575,        1.7737259153,        0.6837217646,        2.8955326266,        3.5592840841,        0.0007176108,        0.0022844192,        0.0027391793
      17.416667,        0.0536517469,        0.1521412644,        0.0015807064,       14.2278389893,        0.0020342869,        0.0411992773,        0.0084319286,        0.0008852873,        9.9956883049,        1.4531792795,        0.0554372963,        8.0200713261,        0.9752350228,        0.0164694671,        1.7745433715,        0.6829231437,        2.8956913441,        3.5584141780,        0.0007231053,        0.0022839237,        0.0027392019
      17.458333,        0.0534917009,        0.1519602199,        0.0015804040,       14.2238893836,        0.0020342509,        0.0412540949,        0.0084441484,        0.0008865143,        9.9996774384,        1.4533229929,        0.0554304298,        8.0203918507,        0.9747618206,        0.0164805767,        1.7753600136,        0.6821245416,        2.8958499686,        3.5575446526,        0.0007286429,        0.0022834284,        0.0027392247
      17.500000,        0.0533322608,        0.1517767830,        0.0015801020,       14.2199808777,        0.0020342157,        0.0413089214,        0.0084563581,        0.0008877402,       10.0036649168,        1.4534666609,        0.0554235797,        8.0207137387,        0.9742911411,        0.0164916862,        1.7761758442,        0.6813259607,        2.8960085002,        3.5566755078,        0.0007342241,        0.0022829332,        0.0027392477
      17.541667,        0.0531734311,        0.1515909574,        0.0015798003,       14.2161131516,        0.0020341812,        0.0413637567,        0.0084685578,        0.0008889650,       10.0076507381,        1.4536102830,        0.0554167459,        8.0210369871,        0.9738229747,        0.0165027957,        1.7769908656,        0.6805274035,        2.8961669389,        3.5558067434,        0.0007398493,        0.0022824383,        0.0027392708
      17.583333,        0.0530152165,        0.1514027467,        0.0015794989,       14.2122858872,        0.0020341475,        0.0414186006,        0.0084807475,        0.0008901886,       10.0116349003,        1.4537538584,        0.0554099283,        8.0213615928,        0.9733573121,        0.0165139050,        1.7778050800,        0.6797288723,        2.8963252848,        3.5549383593,        0.0007455187,        0.0022819434,        0.0027392942
      17.625000,        0.0528576213,        0.1512121547,        0.0015791979,       14.2084987686,        0.0020341145,        0.0414734528,        0.0084929272,        0.0008914112,       10.0156174013,        1.4538973865,        0.0554031268,        8.0216875526,        0.9728941439,        0.0165250143,        1.7786184898,        0.6789303695,        2.8964835379,        3.5540703553,        0.0007512329,        0.0022814488,        0.0027393177
      17.666667,        0.0527006497,        0.1510191853,        0.0015788972,       14.2047514816,        0.0020340822,        0.0415283132,        0.0085050970,        0.0008926326,       10.0195982393,        1.4540408667,        0.0553963413,        8.0220148635,        0.9724334606,        0.0165361234,        1.7794310971,        0.6781318975,        2.8966416983,        3.5532027313,        0.0007569921,        0.0022809543,        0.0027393414
      17.708333,        0.0525443058,        0.1508238423,        0.0015785968,       14.2010437142,        0.0020340505,        0.0415831816,        0.0085172569,        0.0008938529,       10.0235774122,        1.4541842984,        0.0553895718,        8.0223435224,        0.9719752531,        0.0165472323,        1.7802429042,        0.6773334587,        2.8967997660,        3.5523354873,        0.0007627968,        0.0022804600,        0.0027393653
      17.750000,        0.0523885937,        0.1506261298,        0.0015782968,       14.1973751565,        0.0020340195,        0.0416380578,        0.0085294070,        0.0008950722,       10.0275549182,        1.4543276809,        0.0553828180,        8.0226735262,        0.9715195120,        0.0165583411,        1.7810539133,        0.6765350552,        2.8969577411,        3.5514686229,        0.0007686473,        0.0022799659,        0.0027393894
      17.791667,        0.0522335172,        0.1504260518,        0.0015779970,       14.1937455003,        0.0020339891,        0.0416929416,        0.0085415474,        0.0008962903,       10.0315307551,        1.4544710136,        0.0553760800,        8.0230048719,        0.9710662282,        0.0165694497,        1.7818641264,        0.6757366895,        2.8971156235,        3.5506021382,        0.0007745441,        0.0022794720,        0.0027394136
      17.833333,        0.0520790801,        0.1502236124,        0.0015776976,       14.1901544394,        0.0020339592,        0.0417478328,        0.0085536780,        0.0008975073,       10.0355049213,        1.4546142958,        0.0553693575,        8.0233375565,        0.9706153924,        0.0165805581,        1.7826735457,        0.6749383638,        2.8972734135,        3.5497360329,        0.0007804876,        0.0022789782,        0.0027394381
      17.875000,        0.0519252860,        0.1500188159,        0.0015773985,       14.1866016697,        0.0020339300,        0.0418027312,        0.0085657990,        0.0008987233,       10.0394774147,        1.4547575270,        0.0553626506,        8.0236715769,        0.9701669955,        0.0165916663,        1.7834821732,        0.6741400803,        2.8974311110,        3.5488703070,        0.0007864781,        0.0022784846,        0.0027394627
      17.916667,        0.0517721385,        0.1498116664,        0.0015770997,       14.1830868890,        0.0020339012,        0.0418576366,        0.0085779103,        0.0008999382,       10.0434482335,        1.4549007065,        0.0553559591,        8.0240069300,        0.9697210285,        0.0166027743,        1.7842900110,        0.6733418414,        2.8975887160,        3.5480049602,        0.0007925161,        0.0022779912,        0.0027394875
      17.958333,        0.0516196409,        0.1496021683,        0.0015768012,       14.1796097969,        0.0020338730,        0.0419125488,        0.0085900120,        0.0009011520,       10.0474173759,        1.4550438337,        0.0553492829,        8.0243436129,        0.9692774823,        0.0166138820,        1.7850970610,        0.6725436493,        2.8977462287,        3.5471399924,        0.0007986019,        0.0022774979,        0.0027395125
      18.000000,        0.0514677966,        0.1493903260,        0.0015765029,       14.1761700951,        0.0020338453,        0.0419674675,        0.0086021041,        0.0009023647,       10.0513848399,        1.4551869080,        0.0553426220,        8.0246816226,        0.9688363479,        0.0166249895,        1.7859033253,        0.6717455061,        2.8979036490,        3.5462754036,        0.0008047361,        0.0022770048,        0.0027395377
      18.041667,        0.0513166088,        0.1491761440,        0.0015762050,       14.1727674871,        0.0020338181,        0.0420223927,        0.0086141867,        0.0009035764,       10.0553506239,        1.4553299289,        0.0553359761,        8.0250209561,        0.9683976163,        0.0166360967,        1.7867088057,        0.6709474140,        2.8980609770,        3.5454111934,        0.0008109190,        0.0022765119,        0.0027395630
      18.083333,        0.0511660804,        0.1489596268,        0.0015759074,       14.1694016784,        0.0020337913,        0.0420773240,        0.0086262598,        0.0009047870,       10.0593147259,        1.4554728956,        0.0553293454,        8.0253616104,        0.9679612786,        0.0166472036,        1.7875135042,        0.6701493753,        2.8982182128,        3.5445473618,        0.0008171510,        0.0022760191,        0.0027395885
      18.125000,        0.0510162146,        0.1487407789,        0.0015756100,       14.1660723762,        0.0020337650,        0.0421322614,        0.0086383235,        0.0009059965,       10.0632771441,        1.4556158077,        0.0553227295,        8.0257035825,        0.9675273259,        0.0166583102,        1.7883174225,        0.6693513920,        2.8983753564,        3.5436839087,        0.0008234326,        0.0022755265,        0.0027396142
      18.166667,        0.0508670141,        0.1485196050,        0.0015753129,       14.1627792899,        0.0020337391,        0.0421872045,        0.0086503778,        0.0009072050,       10.0672378769,        1.4557586645,        0.0553161285,        8.0260468694,        0.9670957493,        0.0166694165,        1.7891205627,        0.6685534664,        2.8985324079,        3.5428208339,        0.0008297642,        0.0022750341,        0.0027396401
      18.208333,        0.0507184817,        0.1482961098,        0.0015750161,       14.1595221305,        0.0020337136,        0.0422421533,        0.0086624227,        0.0009084125,       10.0711969225,        1.4559014654,        0.0553095423,        8.0263914683,        0.9666665402,        0.0166805225,        1.7899229263,        0.6677556005,        2.8986893673,        3.5419581372,        0.0008361462,        0.0022745419,        0.0027396662
      18.250000,        0.0505706200,        0.1480702981,        0.0015747196,       14.1563006110,        0.0020336885,        0.0422971074,        0.0086744583,        0.0009096189,       10.0751542791,        1.4560442099,        0.0553029707,        8.0267373761,        0.9662396896,        0.0166916282,        1.7907245153,        0.6669577965,        2.8988462346,        3.5410958186,        0.0008425792,        0.0022740498,        0.0027396925
      18.291667,        0.0504234315,        0.1478421747,        0.0015744234,       14.1531144462,        0.0020336638,        0.0423520666,        0.0086864845,        0.0009108243,       10.0791099449,        1.4561868974,        0.0552964137,        8.0270845899,        0.9658151889,        0.0167027335,        1.7915253314,        0.6661600565,        2.8990030100,        3.5402338777,        0.0008490634,        0.0022735580,        0.0027397189
      18.333333,        0.0502769188,        0.1476117445,        0.0015741274,       14.1499633528,        0.0020336395,        0.0424070309,        0.0086985015,        0.0009120286,       10.0830639184,        1.4563295273,        0.0552898712,        8.0274331068,        0.9653930295,        0.0167138384,        1.7923253763,        0.6653623824,        2.8991596934,        3.5393723146,        0.0008555995,        0.0022730662,        0.0027397455
      18.375000,        0.0501310841,        0.1473790125,        0.0015738316,       14.1468470494,        0.0020336155,        0.0424619999,        0.0087105093,        0.0009132319,       10.0870161977,        1.4564720991,        0.0552833431,        8.0277829238,        0.9649732025,        0.0167249431,        1.7931246517,        0.6645647765,        2.8993162849,        3.5385111290,        0.0008621878,        0.0022725747,        0.0027397723
      18.416667,        0.0499859296,        0.1471439835,        0.0015735361,       14.1437652562,        0.0020335919,        0.0425169735,        0.0087225079,        0.0009144342,       10.0909667812,        1.4566146122,        0.0552768292,        8.0281340381,        0.9645556996,        0.0167360473,        1.7939231593,        0.6637672407,        2.8994727846,        3.5376503208,        0.0008688288,        0.0022720833,        0.0027397993
      18.458333,        0.0498414574,        0.1469066628,        0.0015732409,       14.1407176955,        0.0020335686,        0.0425719514,        0.0087344972,        0.0009156354,       10.0949156674,        1.4567570659,        0.0552703296,        8.0284864468,        0.9641405120,        0.0167471512,        1.7947209006,        0.6629697771,        2.8996291925,        3.5367898899,        0.0008755229,        0.0022715921,        0.0027398264
      18.500000,        0.0496976697,        0.1466670554,        0.0015729459,       14.1377040912,        0.0020335457,        0.0426269334,        0.0087464775,        0.0009168357,       10.0988628544,        1.4568994599,        0.0552638441,        8.0288401469,        0.9637276312,        0.0167582546,        1.7955178773,        0.6621723876,        2.8997855087,        3.5359298360,        0.0008822707,        0.0022711011,        0.0027398538
      18.541667,        0.0495545683,        0.1464251664,        0.0015726512,       14.1347241692,        0.0020335230,        0.0426819194,        0.0087584486,        0.0009180349,       10.1028083407,        1.4570417935,        0.0552573727,        8.0291951355,        0.9633170488,        0.0167693577,        1.7963140910,        0.6613750744,        2.8999417331,        3.5350701591,        0.0008890726,        0.0022706102,        0.0027398813
      18.583333,        0.0494121550,        0.1461810011,        0.0015723567,       14.1317776571,        0.0020335006,        0.0427369091,        0.0087704107,        0.0009192331,       10.1067521247,        1.4571840661,        0.0552509152,        8.0295514099,        0.9629087563,        0.0167804604,        1.7971095432,        0.6605778393,        2.9000978660,        3.5342108590,        0.0008959291,        0.0022701195,        0.0027399089
      18.625000,        0.0492704316,        0.1459345648,        0.0015720625,       14.1288642841,        0.0020334786,        0.0427919023,        0.0087823637,        0.0009204303,       10.1106942047,        1.4573262773,        0.0552444715,        8.0299089671,        0.9625027454,        0.0167915627,        1.7979042355,        0.6597806845,        2.9002539072,        3.5333519355,        0.0009028406,        0.0022696290,        0.0027399368
      18.666667,        0.0491293997,        0.1456858628,        0.0015717685,       14.1259837816,        0.0020334568,        0.0428468988,        0.0087943077,        0.0009216264,       10.1146345793,        1.4574684264,        0.0552380417,        8.0302678043,        0.9620990075,        0.0168026645,        1.7986981694,        0.6589836117,        2.9004098569,        3.5324933885,        0.0009098078,        0.0022691386,        0.0027399649
      18.708333,        0.0489890609,        0.1454349005,        0.0015714747,       14.1231358825,        0.0020334352,        0.0429018984,        0.0088062427,        0.0009228216,       10.1185732467,        1.4576105130,        0.0552316255,        8.0306279186,        0.9616975344,        0.0168137660,        1.7994913462,        0.6581866230,        2.9005657150,        3.5316352178,        0.0009168309,        0.0022686484,        0.0027399931
      18.750000,        0.0488494166,        0.1451816833,        0.0015711812,       14.1203203214,        0.0020334140,        0.0429569008,        0.0088181687,        0.0009240158,       10.1225102055,        1.4577525365,        0.0552252229,        8.0309893071,        0.9612983178,        0.0168248669,        1.8002837676,        0.6573897203,        2.9007214818,        3.5307774233,        0.0009239106,        0.0022681584,        0.0027400215
      18.791667,        0.0487104682,        0.1449262166,        0.0015708879,       14.1175368347,        0.0020333929,        0.0430119059,        0.0088300858,        0.0009252090,       10.1264454541,        1.4578944964,        0.0552188338,        8.0313519672,        0.9609013494,        0.0168359675,        1.8010754348,        0.6565929056,        2.9008771571,        3.5299200048,        0.0009310474,        0.0022676686,        0.0027400501
      18.833333,        0.0485722169,        0.1446685061,        0.0015705948,       14.1147851608,        0.0020333722,        0.0430669135,        0.0088419939,        0.0009264012,       10.1303789911,        1.4580363921,        0.0552124582,        8.0317158958,        0.9605066210,        0.0168470676,        1.8018663494,        0.6557961807,        2.9010327411,        3.5290629622,        0.0009382417,        0.0022671789,        0.0027400788
      18.875000,        0.0484346639,        0.1444085573,        0.0015703020,       14.1120650394,        0.0020333516,        0.0431219233,        0.0088538932,        0.0009275924,       10.1343108148,        1.4581782232,        0.0552060959,        8.0320810903,        0.9601141244,        0.0168581673,        1.8026565126,        0.6549995475,        2.9011882338,        3.5282062952,        0.0009454942,        0.0022666894,        0.0027401078
      18.916667,        0.0482978103,        0.1441463757,        0.0015700093,       14.1093762124,        0.0020333313,        0.0431769351,        0.0088657836,        0.0009287826,       10.1382409237,        1.4583199891,        0.0551997469,        8.0324475477,        0.9597238514,        0.0168692665,        1.8034459259,        0.6542030080,        2.9013436352,        3.5273500039,        0.0009528052,        0.0022662001,        0.0027401369
      18.958333,        0.0481616572,        0.1438819672,        0.0015697169,       14.1067184230,        0.0020333111,        0.0432319487,        0.0088776651,        0.0009299718,       10.1421693165,        1.4584616893,        0.0551934110,        8.0328152654,        0.9593357940,        0.0168803653,        1.8042345905,        0.6534065640,        2.9014989454,        3.5264940879,        0.0009601753,        0.0022657109,        0.0027401661
      19.000000,        0.0480262054,        0.1436153373,        0.0015694247,       14.1040914163,        0.0020332912,        0.0432869639,        0.0088895379,        0.0009311600,       10.1460959916,        1.4586033233,        0.0551870883,        8.0331842404,        0.9589499440,        0.0168914636,        1.8050225078,        0.6526102173,        2.9016541645,        3.5256385472,        0.0009676051,        0.0022652219,        0.0027401956
      19.041667,        0.0478914558,        0.1433464919,        0.0015691327,       14.1014949391,        0.0020332715,        0.0433419804,        0.0089014018,        0.0009323473,       10.1500209476,        1.4587448906,        0.0551807786,        8.0335544701,        0.9585662934,        0.0169025614,        1.8058096790,        0.6518139698,        2.9018092925,        3.5247833815,        0.0009750951,        0.0022647331,        0.0027402252
      19.083333,        0.0477574091,        0.1430754368,        0.0015688409,       14.0989287400,        0.0020332520,        0.0433969981,        0.0089132569,        0.0009335336,       10.1539441830,        1.4588863906,        0.0551744818,        8.0339259517,        0.9581848341,        0.0169136588,        1.8065961055,        0.6510178233,        2.9019643294,        3.5239285908,        0.0009826459,        0.0022642445,        0.0027402551
      19.125000,        0.0476240661,        0.1428021777,        0.0015685493,       14.0963925690,        0.0020332327,        0.0434520167,        0.0089251033,        0.0009347189,       10.1578656964,        1.4590278230,        0.0551681979,        8.0342986823,        0.9578055583,        0.0169247556,        1.8073817884,        0.6502217797,        2.9021192754,        3.5230741748,        0.0009902579,        0.0022637560,        0.0027402850
      19.166667,        0.0474914272,        0.1425267207,        0.0015682579,       14.0938861781,        0.0020332135,        0.0435070360,        0.0089369409,        0.0009359032,       10.1617854864,        1.4591691871,        0.0551619267,        8.0346726593,        0.9574284579,        0.0169358520,        1.8081667289,        0.6494258408,        2.9022741303,        3.5222201335,        0.0009979317,        0.0022632677,        0.0027403152
      19.208333,        0.0473594931,        0.1422490716,        0.0015679668,       14.0914093207,        0.0020331945,        0.0435620558,        0.0089487698,        0.0009370866,       10.1657035516,        1.4593104825,        0.0551556682,        8.0350478799,        0.9570535251,        0.0169469479,        1.8089509282,        0.6486300083,        2.9024288944,        3.5213664666,        0.0010056680,        0.0022627795,        0.0027403455
      19.250000,        0.0472282641,        0.1419692364,        0.0015676758,       14.0889617520,        0.0020331757,        0.0436170759,        0.0089605900,        0.0009382690,       10.1696198906,        1.4594517086,        0.0551494224,        8.0354243413,        0.9566807520,        0.0169580434,        1.8097343876,        0.6478342841,        2.9025835676,        3.5205131740,        0.0010134672,        0.0022622916,        0.0027403761
      19.291667,        0.0470977406,        0.1416872211,        0.0015673850,       14.0865432288,        0.0020331570,        0.0436720960,        0.0089724015,        0.0009394504,       10.1735345019,        1.4595928651,        0.0551431891,        8.0358020408,        0.9563101308,        0.0169691383,        1.8105171081,        0.6470386700,        2.9027381500,        3.5196602555,        0.0010213299,        0.0022618038,        0.0027404067
      19.333333,        0.0469679229,        0.1414030317,        0.0015670944,       14.0841535096,        0.0020331386,        0.0437271159,        0.0089842043,        0.0009406309,       10.1774473844,        1.4597339515,        0.0551369682,        8.0361809757,        0.9559416536,        0.0169802327,        1.8112990909,        0.6462431676,        2.9028926416,        3.5188077111,        0.0010292568,        0.0022613161,        0.0027404376
      19.375000,        0.0468388112,        0.1411166745,        0.0015668040,       14.0817923545,        0.0020331202,        0.0437821354,        0.0089959985,        0.0009418104,       10.1813585365,        1.4598749671,        0.0551307597,        8.0365611432,        0.9555753126,        0.0169913267,        1.8120803371,        0.6454477788,        2.9030470425,        3.5179555404,        0.0010372483,        0.0022608287,        0.0027404686
      19.416667,        0.0467104055,        0.1408281554,        0.0015665138,       14.0794595252,        0.0020331020,        0.0438371543,        0.0090077840,        0.0009429889,       10.1852679570,        1.4600159117,        0.0551245635,        8.0369425407,        0.9552111003,        0.0170024201,        1.8128608477,        0.6446525053,        2.9032013528,        3.5171037435,        0.0010453051,        0.0022603414,        0.0027404998
      19.458333,        0.0465827061,        0.1405374806,        0.0015662238,       14.0771547851,        0.0020330839,        0.0438921724,        0.0090195609,        0.0009441665,       10.1891756445,        1.4601567846,        0.0551183796,        8.0373251654,        0.9548490087,        0.0170135131,        1.8136406239,        0.6438573489,        2.9033555724,        3.5162523200,        0.0010534278,        0.0022598542,        0.0027405312
      19.500000,        0.0464557128,        0.1402446564,        0.0015659339,       14.0748778991,        0.0020330660,        0.0439471893,        0.0090313292,        0.0009453431,       10.1930815977,        1.4602975854,        0.0551122077,        8.0377090147,        0.9544890304,        0.0170246055,        1.8144196666,        0.6430623112,        2.9035097015,        3.5154012699,        0.0010616170,        0.0022593673,        0.0027405627
      19.541667,        0.0463294256,        0.1399496890,        0.0015656443,       14.0726286338,        0.0020330482,        0.0440022050,        0.0090430889,        0.0009465188,       10.1969858154,        1.4604383137,        0.0551060480,        8.0380940859,        0.9541311576,        0.0170356975,        1.8151979769,        0.6422673939,        2.9036637400,        3.5145505930,        0.0010698732,        0.0022588805,        0.0027405945
      19.583333,        0.0462038443,        0.1396525846,        0.0015653548,       14.0704067573,        0.0020330306,        0.0440572191,        0.0090548400,        0.0009476935,       10.2008882962,        1.4605789690,        0.0550999002,        8.0384803762,        0.9537753828,        0.0170467889,        1.8159755558,        0.6414725989,        2.9038176881,        3.5137002891,        0.0010781972,        0.0022583939,        0.0027406263
      19.625000,        0.0460789688,        0.1393533496,        0.0015650654,       14.0682120394,        0.0020330130,        0.0441122315,        0.0090665826,        0.0009488673,       10.2047890388,        1.4607195508,        0.0550937644,        8.0388678831,        0.9534216983,        0.0170578798,        1.8167524042,        0.6406779277,        2.9039715458,        3.5128503581,        0.0010865894,        0.0022579075,        0.0027406584
      19.666667,        0.0459547986,        0.1390519903,        0.0015647763,       14.0660442514,        0.0020329956,        0.0441672418,        0.0090783165,        0.0009500401,       10.2086880421,        1.4608600586,        0.0550876404,        8.0392566038,        0.9530700967,        0.0170689702,        1.8175285232,        0.6398833821,        2.9041253131,        3.5120007998,        0.0010950507,        0.0022574212,        0.0027406906
      19.708333,        0.0458313335,        0.1387485130,        0.0015644873,       14.0639031662,        0.0020329783,        0.0442222500,        0.0090900419,        0.0009512120,       10.2125853046,        1.4610004921,        0.0550815281,        8.0396465357,        0.9527205704,        0.0170800601,        1.8183039136,        0.6390889637,        2.9042789901,        3.5111516141,        0.0011035815,        0.0022569351,        0.0027407230
      19.750000,        0.0457085730,        0.1384429242,        0.0015641985,       14.0617885582,        0.0020329611,        0.0442772557,        0.0091017588,        0.0009523829,       10.2164808253,        1.4611408507,        0.0550754276,        8.0400376761,        0.9523731121,        0.0170911495,        1.8190785764,        0.6382946742,        2.9044325768,        3.5103028007,        0.0011121825,        0.0022564492,        0.0027407556
      19.791667,        0.0455865167,        0.1381352302,        0.0015639099,       14.0597002035,        0.0020329440,        0.0443322587,        0.0091134672,        0.0009535529,       10.2203746029,        1.4612811341,        0.0550693387,        8.0404300224,        0.9520277141,        0.0171022384,        1.8198525124,        0.6375005153,        2.9045860733,        3.5094543596,        0.0011208544,        0.0022559634,        0.0027407883
      19.833333,        0.0454651640,        0.1378254376,        0.0015636214,       14.0576378795,        0.0020329270,        0.0443872589,        0.0091251670,        0.0009547220,       10.2242666360,        1.4614213417,        0.0550632613,        8.0408235720,        0.9516843692,        0.0171133268,        1.8206257226,        0.6367064885,        2.9047394796,        3.5086062906,        0.0011295978,        0.0022554778,        0.0027408212
      19.875000,        0.0453445143,        0.1375135529,        0.0015633331,       14.0556013655,        0.0020329101,        0.0444422558,        0.0091368583,        0.0009558901,       10.2281569237,        1.4615614731,        0.0550571954,        8.0412183223,        0.9513430700,        0.0171244146,        1.8213982078,        0.6359125956,        2.9048927957,        3.5077585935,        0.0011384135,        0.0022549924,        0.0027408543
      19.916667,        0.0452245669,        0.1371995824,        0.0015630450,       14.0535904420,        0.0020328934,        0.0444972495,        0.0091485411,        0.0009570572,       10.2320454646,        1.4617015279,        0.0550511409,        8.0416142705,        0.9510038091,        0.0171355019,        1.8221699688,        0.6351188381,        2.9050460219,        3.5069112682,        0.0011473020,        0.0022545071,        0.0027408875
      19.958333,        0.0451053211,        0.1368835328,        0.0015627570,       14.0516048911,        0.0020328767,        0.0445522395,        0.0091602154,        0.0009582234,       10.2359322575,        1.4618415056,        0.0550450977,        8.0420114142,        0.9506665793,        0.0171465888,        1.8229410066,        0.6343252177,        2.9051991579,        3.5060643145,        0.0011562640,        0.0022540220,        0.0027409209
      20.000000,        0.0449867762,        0.1365654107,        0.0015624691,       14.0496444966,        0.0020328601,        0.0446072256,        0.0091718812,        0.0009593887,       10.2398173014,        1.4619814059,        0.0550390658,        8.0424097506,        0.9503313731,        0.0171576750,        1.8237113218,        0.6335317360,        2.9053522040,        3.5052177322,        0.0011653003,        0.0022535371,        0.0027409545
      20.041667,        0.0448689312,        0.1362452226,        0.0015621815,       14.0477090436,        0.0020328435,        0.0446622077,        0.0091835385,        0.0009605531,       10.2437005950,        1.4621212282,        0.0550330450,        8.0428092772,        0.9499981835,        0.0171687608,        1.8244809152,        0.6327383945,        2.9055051602,        3.5043715212,        0.0011744114,        0.0022530524,        0.0027409882
      20.083333,        0.0447517853,        0.1359229752,        0.0015618939,       14.0457983188,        0.0020328271,        0.0447171855,        0.0091951874,        0.0009617165,       10.2475821372,        1.4622609721,        0.0550270354,        8.0432099915,        0.9496670032,        0.0171798461,        1.8252497877,        0.6319451949,        2.9056580265,        3.5035256813,        0.0011835982,        0.0022525678,        0.0027410221
      20.125000,        0.0446353375,        0.1355986751,        0.0015616065,       14.0439121103,        0.0020328108,        0.0447721587,        0.0092068277,        0.0009628790,       10.2514619268,        1.4624006373,        0.0550210368,        8.0436118908,        0.9493378249,        0.0171909308,        1.8260179399,        0.6311521388,        2.9058108029,        3.5026802124,        0.0011928613,        0.0022520834,        0.0027410562
      20.166667,        0.0445195868,        0.1352723289,        0.0015613193,       14.0420502079,        0.0020327945,        0.0448271271,        0.0092184596,        0.0009640405,       10.2553399628,        1.4625402233,        0.0550150492,        8.0440149725,        0.9490106416,        0.0172020151,        1.8267853727,        0.6303592276,        2.9059634896,        3.5018351143,        0.0012022015,        0.0022515991,        0.0027410904
      20.208333,        0.0444045322,        0.1349439434,        0.0015610322,       14.0402124025,        0.0020327783,        0.0448820905,        0.0092300830,        0.0009652011,       10.2592162440,        1.4626797297,        0.0550090724,        8.0444192341,        0.9486854461,        0.0172130988,        1.8275520866,        0.6295664631,        2.9061160865,        3.5009903869,        0.0012116194,        0.0022511151,        0.0027411248
      20.250000,        0.0442901725,        0.1346135252,        0.0015607452,       14.0383984870,        0.0020327622,        0.0449370487,        0.0092416980,        0.0009663608,       10.2630907693,        1.4628191560,        0.0550031066,        8.0448246730,        0.9483622314,        0.0172241820,        1.8283180825,        0.6287738466,        2.9062685937,        3.5001460299,        0.0012211158,        0.0022506312,        0.0027411594
      20.291667,        0.0441765066,        0.1342810811,        0.0015604584,       14.0366082552,        0.0020327462,        0.0449920013,        0.0092533045,        0.0009675195,       10.2669635376,        1.4629585018,        0.0549971514,        8.0452312867,        0.9480409903,        0.0172352647,        1.8290833609,        0.6279813799,        2.9064210113,        3.4993020433,        0.0012306915,        0.0022501474,        0.0027411941
      20.333333,        0.0440635333,        0.1339466178,        0.0015601718,       14.0348415028,        0.0020327302,        0.0450469482,        0.0092649025,        0.0009686773,       10.2708345478,        1.4630977668,        0.0549912070,        8.0456390725,        0.9477217159,        0.0172463469,        1.8298479225,        0.6271890644,        2.9065733393,        3.4984584268,        0.0012403471,        0.0022496639,        0.0027412290
      20.375000,        0.0439512513,        0.1336101422,        0.0015598852,       14.0330980266,        0.0020327143,        0.0451018891,        0.0092764921,        0.0009698342,       10.2747037989,        1.4632369505,        0.0549852732,        8.0460480281,        0.9474044011,        0.0172574285,        1.8306117680,        0.6263969016,        2.9067255778,        3.4976151803,        0.0012500835,        0.0022491805,        0.0027412640
      20.416667,        0.0438396593,        0.1332716609,        0.0015595988,       14.0313776252,        0.0020326985,        0.0451568238,        0.0092880732,        0.0009709901,       10.2785712897,        1.4633760525,        0.0549793500,        8.0464581507,        0.9470890390,        0.0172685097,        1.8313748980,        0.6256048931,        2.9068777267,        3.4967723037,        0.0012599014,        0.0022486973,        0.0027412992
      20.458333,        0.0437287559,        0.1329311807,        0.0015593125,       14.0296800984,        0.0020326827,        0.0452117520,        0.0092996458,        0.0009721451,       10.2824370194,        1.4635150725,        0.0549734372,        8.0468694380,        0.9467756226,        0.0172795903,        1.8321373130,        0.6248130403,        2.9070297862,        3.4959297968,        0.0012698015,        0.0022482142,        0.0027413346
      20.500000,        0.0436185398,        0.1325887086,        0.0015590264,       14.0280052473,        0.0020326670,        0.0452666735,        0.0093112100,        0.0009732992,       10.2863009867,        1.4636540099,        0.0549675349,        8.0472818873,        0.9464641451,        0.0172906704,        1.8328990137,        0.6240213449,        2.9071817563,        3.4950876594,        0.0012797847,        0.0022477313,        0.0027413701
      20.541667,        0.0435090095,        0.1322442513,        0.0015587404,       14.0263528748,        0.0020326514,        0.0453215881,        0.0093227658,        0.0009744523,       10.2901631906,        1.4637928645,        0.0549616429,        8.0476954962,        0.9461545994,        0.0173017500,        1.8336600006,        0.6232298082,        2.9073336371,        3.4942458914,        0.0012898518,        0.0022472486,        0.0027414058
