day,b1_NH4_N,b1_NO3_N,b1_PO4_P,b1_DISS_OXYGEN,b1_DIA_C,b1_ZOO_C,b1_ZOO_N,b1_ZOO_P,b1_DET_PART_ORG_C,b1_DET_PART_ORG_N,b1_DET_PART_ORG_P,b1_DISS_ORG_C,b1_DISS_ORG_N,b1_DISS_ORG_P,b1_CYN_C,b1_OPA_C,b1_DISS_Si,b1_PART_Si,b1_FIX_CYN_C,b1_INORG_C,b1_TOT_ALK,b1_FE_II,b1_FE_III,b1_MN_II,b1_MN_IV,b1_CA,b1_MG,b1_S_PLUS_6,b1_S_MINUS_2,b1_CH4_C,b1_NOST_VEG_HET_C,b1_AKI_C,b2_NH4_N,b2_NO3_N,b2_PO4_P,b2_DISS_OXYGEN,b2_DIA_C,b2_ZOO_C,b2_ZOO_N,b2_ZOO_P,b2_DET_PART_ORG_C,b2_DET_PART_ORG_N,b2_DET_PART_ORG_P,b2_DISS_ORG_C,b2_DISS_ORG_N,b2_DISS_ORG_P,b2_CYN_C,b2_OPA_C,b2_DISS_Si,b2_PART_Si,b2_FIX_CYN_C,b2_INORG_C,b2_TOT_ALK,b2_FE_II,b2_FE_III,b2_MN_II,b2_MN_IV,b2_CA,b2_MG,b2_S_PLUS_6,b2_S_MINUS_2,b2_CH4_C,b2_NOST_VEG_HET_C,b2_AKI_C,b3_NH4_N,b3_NO3_N,b3_PO4_P,b3_DISS_OXYGEN,b3_DIA_C,b3_ZOO_C,b3_ZOO_N,b3_ZOO_P,b3_DET_PART_ORG_C,b3_DET_PART_ORG_N,b3_DET_PART_ORG_P,b3_DISS_ORG_C,b3_DISS_ORG_N,b3_DISS_ORG_P,b3_CYN_C,b3_OPA_C,b3_DISS_Si,b3_PART_Si,b3_FIX_CYN_C,b3_INORG_C,b3_TOT_ALK,b3_FE_II,b3_FE_III,b3_MN_II,b3_MN_IV,b3_CA,b3_MG,b3_S_PLUS_6,b3_S_MINUS_2,b3_CH4_C,b3_NOST_VEG_HET_C,b3_AKI_C,b4_NH4_N,b4_NO3_N,b4_PO4_P,b4_DISS_OXYGEN,b4_DIA_C,b4_ZOO_C,b4_ZOO_N,b4_ZOO_P,b4_DET_PART_ORG_C,b4_DET_PART_ORG_N,b4_DET_PART_ORG_P,b4_DISS_ORG_C,b4_DISS_ORG_N,b4_DISS_ORG_P,b4_CYN_C,b4_OPA_C,b4_DISS_Si,b4_PART_Si,b4_FIX_CYN_C,b4_INORG_C,b4_TOT_ALK,b4_FE_II,b4_FE_III,b4_MN_II,b4_MN_IV,b4_CA,b4_MG,b4_S_PLUS_6,b4_S_MINUS_2,b4_CH4_C,b4_NOST_VEG_HET_C,b4_AKI_C,b5_NH4_N,b5_NO3_N,b5_PO4_P,b5_DISS_OXYGEN,b5_DIA_C,b5_ZOO_C,b5_ZOO_N,b5_ZOO_P,b5_DET_PART_ORG_C,b5_DET_PART_ORG_N,b5_DET_PART_ORG_P,b5_DISS_ORG_C,b5_DISS_ORG_N,b5_DISS_ORG_P,b5_CYN_C,b5_OPA_C,b5_DISS_Si,b5_PART_Si,b5_FIX_CYN_C,b5_INORG_C,b5_TOT_ALK,b5_FE_II,b5_FE_III,b5_MN_II,b5_MN_IV,b5_CA,b5_MG,b5_S_PLUS_6,b5_S_MINUS_2,b5_CH4_C,b5_NOST_VEG_HET_C,b5_AKI_C
3272,0.033437,0.042122,0.015849,12.734375,0.000000,0.040000,0.010000,0.002000,0.973469,0.153250,0.010809,4.387812,0.363875,0.007533,0.033125,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147786,0.902053,0.051433,15.735789,0.000000,0.040000,0.010000,0.002000,0.853205,0.127603,0.015351,6.163842,2.050468,0.001849,0.125059,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147786,0.902053,0.051433,15.735789,0.000000,0.040000,0.010000,0.002000,0.853205,0.127603,0.015351,6.163842,2.050468,0.001849,0.125059,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147786,0.902053,0.051433,15.735789,0.000000,0.040000,0.010000,0.002000,0.853205,0.127603,0.015351,6.163842,2.050468,0.001849,0.125059,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147786,0.902053,0.051433,15.735789,0.000000,0.040000,0.010000,0.002000,0.853205,0.127603,0.015351,6.163842,2.050468,0.001849,0.125059,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3273,0.030000,0.039900,0.016100,12.800000,0.000000,0.040000,0.010000,0.002000,0.951000,0.147000,0.010900,4.350000,0.362000,0.007560,0.030000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147640,0.974929,0.051167,15.644737,0.000000,0.040000,0.010000,0.002000,0.932497,0.136199,0.016311,6.215719,2.099502,0.002287,0.132863,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147640,0.974929,0.051167,15.644737,0.000000,0.040000,0.010000,0.002000,0.932497,0.136199,0.016311,6.215719,2.099502,0.002287,0.132863,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147640,0.974929,0.051167,15.644737,0.000000,0.040000,0.010000,0.002000,0.932497,0.136199,0.016311,6.215719,2.099502,0.002287,0.132863,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147640,0.974929,0.051167,15.644737,0.000000,0.040000,0.010000,0.002000,0.932497,0.136199,0.016311,6.215719,2.099502,0.002287,0.132863,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3274,0.030960,0.051403,0.015953,12.820000,0.000000,0.040000,0.010000,0.002000,0.998300,0.152333,0.010987,4.398333,0.387600,0.007648,0.031333,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147494,1.047806,0.050900,15.553684,0.000000,0.040000,0.010000,0.002000,1.011789,0.144795,0.017272,6.267596,2.148537,0.002725,0.140668,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147494,1.047806,0.050900,15.553684,0.000000,0.040000,0.010000,0.002000,1.011789,0.144795,0.017272,6.267596,2.148537,0.002725,0.140668,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147494,1.047806,0.050900,15.553684,0.000000,0.040000,0.010000,0.002000,1.011789,0.144795,0.017272,6.267596,2.148537,0.002725,0.140668,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147494,1.047806,0.050900,15.553684,0.000000,0.040000,0.010000,0.002000,1.011789,0.144795,0.017272,6.267596,2.148537,0.002725,0.140668,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3275,0.031920,0.062907,0.015807,12.840000,0.000000,0.040000,0.010000,0.002000,1.045600,0.157667,0.011073,4.446667,0.413200,0.007736,0.032667,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147349,1.120683,0.050633,15.462632,0.000000,0.040000,0.010000,0.002000,1.091081,0.153391,0.018233,6.319474,2.197572,0.003163,0.148472,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147349,1.120683,0.050633,15.462632,0.000000,0.040000,0.010000,0.002000,1.091081,0.153391,0.018233,6.319474,2.197572,0.003163,0.148472,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147349,1.120683,0.050633,15.462632,0.000000,0.040000,0.010000,0.002000,1.091081,0.153391,0.018233,6.319474,2.197572,0.003163,0.148472,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147349,1.120683,0.050633,15.462632,0.000000,0.040000,0.010000,0.002000,1.091081,0.153391,0.018233,6.319474,2.197572,0.003163,0.148472,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3276,0.032880,0.074410,0.015660,12.860000,0.000000,0.040000,0.010000,0.002000,1.092900,0.163000,0.011160,4.495000,0.438800,0.007824,0.034000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147203,1.193560,0.050367,15.371579,0.000000,0.040000,0.010000,0.002000,1.170373,0.161987,0.019194,6.371351,2.246607,0.003601,0.156277,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147203,1.193560,0.050367,15.371579,0.000000,0.040000,0.010000,0.002000,1.170373,0.161987,0.019194,6.371351,2.246607,0.003601,0.156277,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147203,1.193560,0.050367,15.371579,0.000000,0.040000,0.010000,0.002000,1.170373,0.161987,0.019194,6.371351,2.246607,0.003601,0.156277,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147203,1.193560,0.050367,15.371579,0.000000,0.040000,0.010000,0.002000,1.170373,0.161987,0.019194,6.371351,2.246607,0.003601,0.156277,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3277,0.033840,0.085913,0.015513,12.880000,0.000000,0.040000,0.010000,0.002000,1.140200,0.168333,0.011247,4.543333,0.464400,0.007912,0.035333,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147057,1.266437,0.050100,15.280526,0.000000,0.040000,0.010000,0.002000,1.249665,0.170583,0.020155,6.423228,2.295642,0.004039,0.164081,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147057,1.266437,0.050100,15.280526,0.000000,0.040000,0.010000,0.002000,1.249665,0.170583,0.020155,6.423228,2.295642,0.004039,0.164081,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147057,1.266437,0.050100,15.280526,0.000000,0.040000,0.010000,0.002000,1.249665,0.170583,0.020155,6.423228,2.295642,0.004039,0.164081,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.147057,1.266437,0.050100,15.280526,0.000000,0.040000,0.010000,0.002000,1.249665,0.170583,0.020155,6.423228,2.295642,0.004039,0.164081,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3278,0.034800,0.097417,0.015367,12.900000,0.000000,0.040000,0.010000,0.002000,1.187500,0.173667,0.011333,4.591667,0.490000,0.008000,0.036667,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146911,1.339314,0.049833,15.189474,0.000000,0.040000,0.010000,0.002000,1.328957,0.179179,0.021116,6.475105,2.344677,0.004477,0.171886,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146911,1.339314,0.049833,15.189474,0.000000,0.040000,0.010000,0.002000,1.328957,0.179179,0.021116,6.475105,2.344677,0.004477,0.171886,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146911,1.339314,0.049833,15.189474,0.000000,0.040000,0.010000,0.002000,1.328957,0.179179,0.021116,6.475105,2.344677,0.004477,0.171886,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146911,1.339314,0.049833,15.189474,0.000000,0.040000,0.010000,0.002000,1.328957,0.179179,0.021116,6.475105,2.344677,0.004477,0.171886,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3279,0.035760,0.108920,0.015220,12.920000,0.000000,0.040000,0.010000,0.002000,1.234800,0.179000,0.011420,4.640000,0.515600,0.008088,0.038000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146765,1.412191,0.049567,15.098421,0.000000,0.040000,0.010000,0.002000,1.408249,0.187775,0.022077,6.526982,2.393712,0.004914,0.179690,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146765,1.412191,0.049567,15.098421,0.000000,0.040000,0.010000,0.002000,1.408249,0.187775,0.022077,6.526982,2.393712,0.004914,0.179690,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146765,1.412191,0.049567,15.098421,0.000000,0.040000,0.010000,0.002000,1.408249,0.187775,0.022077,6.526982,2.393712,0.004914,0.179690,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146765,1.412191,0.049567,15.098421,0.000000,0.040000,0.010000,0.002000,1.408249,0.187775,0.022077,6.526982,2.393712,0.004914,0.179690,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3280,0.036720,0.120423,0.015073,12.940000,0.000000,0.040000,0.010000,0.002000,1.282100,0.184333,0.011507,4.688333,0.541200,0.008176,0.039333,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146619,1.485068,0.049300,15.007368,0.000000,0.040000,0.010000,0.002000,1.487541,0.196371,0.023037,6.578860,2.442747,0.005352,0.187495,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146619,1.485068,0.049300,15.007368,0.000000,0.040000,0.010000,0.002000,1.487541,0.196371,0.023037,6.578860,2.442747,0.005352,0.187495,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146619,1.485068,0.049300,15.007368,0.000000,0.040000,0.010000,0.002000,1.487541,0.196371,0.023037,6.578860,2.442747,0.005352,0.187495,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146619,1.485068,0.049300,15.007368,0.000000,0.040000,0.010000,0.002000,1.487541,0.196371,0.023037,6.578860,2.442747,0.005352,0.187495,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3281,0.037680,0.131927,0.014927,12.960000,0.000000,0.040000,0.010000,0.002000,1.329400,0.189667,0.011593,4.736667,0.566800,0.008264,0.040667,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146473,1.557945,0.049033,14.916316,0.000000,0.040000,0.010000,0.002000,1.566833,0.204967,0.023998,6.630737,2.491781,0.005790,0.195299,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146473,1.557945,0.049033,14.916316,0.000000,0.040000,0.010000,0.002000,1.566833,0.204967,0.023998,6.630737,2.491781,0.005790,0.195299,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146473,1.557945,0.049033,14.916316,0.000000,0.040000,0.010000,0.002000,1.566833,0.204967,0.023998,6.630737,2.491781,0.005790,0.195299,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146473,1.557945,0.049033,14.916316,0.000000,0.040000,0.010000,0.002000,1.566833,0.204967,0.023998,6.630737,2.491781,0.005790,0.195299,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3282,0.038640,0.143430,0.014780,12.980000,0.000000,0.040000,0.010000,0.002000,1.376700,0.195000,0.011680,4.785000,0.592400,0.008352,0.042000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146327,1.630821,0.048767,14.825263,0.000000,0.040000,0.010000,0.002000,1.646125,0.213563,0.024959,6.682614,2.540816,0.006228,0.203104,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146327,1.630821,0.048767,14.825263,0.000000,0.040000,0.010000,0.002000,1.646125,0.213563,0.024959,6.682614,2.540816,0.006228,0.203104,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146327,1.630821,0.048767,14.825263,0.000000,0.040000,0.010000,0.002000,1.646125,0.213563,0.024959,6.682614,2.540816,0.006228,0.203104,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146327,1.630821,0.048767,14.825263,0.000000,0.040000,0.010000,0.002000,1.646125,0.213563,0.024959,6.682614,2.540816,0.006228,0.203104,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3283,0.039600,0.154933,0.014633,13.000000,0.000000,0.040000,0.010000,0.002000,1.424000,0.200333,0.011767,4.833333,0.618000,0.008440,0.043333,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146182,1.703698,0.048500,14.734211,0.000000,0.040000,0.010000,0.002000,1.725417,0.222159,0.025920,6.734491,2.589851,0.006666,0.210908,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146182,1.703698,0.048500,14.734211,0.000000,0.040000,0.010000,0.002000,1.725417,0.222159,0.025920,6.734491,2.589851,0.006666,0.210908,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146182,1.703698,0.048500,14.734211,0.000000,0.040000,0.010000,0.002000,1.725417,0.222159,0.025920,6.734491,2.589851,0.006666,0.210908,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146182,1.703698,0.048500,14.734211,0.000000,0.040000,0.010000,0.002000,1.725417,0.222159,0.025920,6.734491,2.589851,0.006666,0.210908,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3284,0.040560,0.166437,0.014487,13.020000,0.000000,0.040000,0.010000,0.002000,1.471300,0.205667,0.011853,4.881667,0.643600,0.008528,0.044667,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146036,1.776575,0.048233,14.643158,0.000000,0.040000,0.010000,0.002000,1.804709,0.230755,0.026881,6.786368,2.638886,0.007104,0.218713,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146036,1.776575,0.048233,14.643158,0.000000,0.040000,0.010000,0.002000,1.804709,0.230755,0.026881,6.786368,2.638886,0.007104,0.218713,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146036,1.776575,0.048233,14.643158,0.000000,0.040000,0.010000,0.002000,1.804709,0.230755,0.026881,6.786368,2.638886,0.007104,0.218713,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.146036,1.776575,0.048233,14.643158,0.000000,0.040000,0.010000,0.002000,1.804709,0.230755,0.026881,6.786368,2.638886,0.007104,0.218713,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3285,0.041520,0.177940,0.014340,13.040000,0.000000,0.040000,0.010000,0.002000,1.518600,0.211000,0.011940,4.930000,0.669200,0.008616,0.046000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145890,1.849452,0.047967,14.552105,0.000000,0.040000,0.010000,0.002000,1.884001,0.239351,0.027842,6.838246,2.687921,0.007542,0.226518,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145890,1.849452,0.047967,14.552105,0.000000,0.040000,0.010000,0.002000,1.884001,0.239351,0.027842,6.838246,2.687921,0.007542,0.226518,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145890,1.849452,0.047967,14.552105,0.000000,0.040000,0.010000,0.002000,1.884001,0.239351,0.027842,6.838246,2.687921,0.007542,0.226518,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145890,1.849452,0.047967,14.552105,0.000000,0.040000,0.010000,0.002000,1.884001,0.239351,0.027842,6.838246,2.687921,0.007542,0.226518,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
3286,0.042480,0.189443,0.014193,13.060000,0.000000,0.040000,0.010000,0.002000,1.565900,0.216333,0.012027,4.978333,0.694800,0.008704,0.047333,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145744,1.922329,0.047700,14.461053,0.000000,0.040000,0.010000,0.002000,1.963293,0.247947,0.028802,6.890123,2.736956,0.007980,0.234322,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145744,1.922329,0.047700,14.461053,0.000000,0.040000,0.010000,0.002000,1.963293,0.247947,0.028802,6.890123,2.736956,0.007980,0.234322,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145744,1.922329,0.047700,14.461053,0.000000,0.040000,0.010000,0.002000,1.963293,0.247947,0.028802,6.890123,2.736956,0.007980,0.234322,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.145744,1.922329,0.047700,14.461053,0.000000,0.040000,0.010000,0.002000,1.963293,0.247947,0.028802,6.890123,2.736956,0.007980,0.234322,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
